ko	Genes
K00544	Mhon_005026
K00544	Mhon_005027
K00544	Mhon_005028
K00139	Mhon_005031
K09666	Mhon_005038
K09666	Mhon_005039
K13948	Mhon_005044
K13948	Mhon_005045
K12389	Mhon_005062
K08073	Mhon_005090
K08073	Mhon_005093
K17503	Mhon_005102
K14966	Mhon_005103
K14966	Mhon_005120
K14966	Mhon_005122
K22390	Mhon_005129
K22390	Mhon_005130
K03163	Mhon_005158
K13985	Mhon_005163
K14009	Mhon_005176
K05312	Mhon_005182
K16506	Mhon_005199
K05768	Mhon_005203
K05167	Mhon_005206
K13099	Mhon_005221
K05410	Mhon_005227
K03424	Mhon_005238
K06841	Mhon_005248
K06841	Mhon_005254
K08857	Mhon_005256
K20877	Mhon_005256
K06841	Mhon_005262
K00643	Mhon_005279
K11153	Mhon_005283
K05636	Mhon_005284
K06243	Mhon_005284
K05636	Mhon_005285
K06243	Mhon_005285
K05636	Mhon_005287
K06243	Mhon_005287
K05636	Mhon_005288
K06243	Mhon_005288
K12323	Mhon_005291
K12324	Mhon_005291
K06760	Mhon_005297
K06761	Mhon_005297
K06762	Mhon_005297
K04860	Mhon_005300
K04861	Mhon_005300
K04860	Mhon_005301
K04861	Mhon_005301
K01875	Mhon_005302
K06760	Mhon_005315
K06761	Mhon_005315
K06762	Mhon_005315
K19656	Mhon_005340
K19656	Mhon_005344
K13297	Mhon_005349
K02886	Mhon_005356
K12627	Mhon_005357
K02886	Mhon_005363
K02886	Mhon_005365
K02886	Mhon_005367
K04943	Mhon_005374
K04944	Mhon_005374
K05768	Mhon_005377
K05693	Mhon_005384
K06776	Mhon_005384
K13297	Mhon_005384
K02607	Mhon_005396
K06249	Mhon_005397
K06249	Mhon_005399
K06249	Mhon_005403
K01054	Mhon_005409
K01054	Mhon_005410
K14376	Mhon_005435
K02358	Mhon_005443
K11419	Mhon_005443
K08766	Mhon_005448
K06760	Mhon_005452
K06761	Mhon_005452
K06762	Mhon_005452
K13948	Mhon_005459
K14529	Mhon_005489
K20820	Mhon_005490
K14561	Mhon_005491
K12870	Mhon_005492
K22421	Mhon_005494
K00030	Mhon_005504
K14832	Mhon_005504
K04443	Mhon_005506
K04444	Mhon_005506
K14031	Mhon_005506
K01870	Mhon_005508
K00718	Mhon_005509
K07416	Mhon_005515
K07418	Mhon_005515
K02136	Mhon_005539
K07414	Mhon_005554
K07418	Mhon_005554
K07422	Mhon_005554
K18465	Mhon_005563
K18465	Mhon_005569
K06890	Mhon_005571
K06890	Mhon_005572
K01691	Mhon_005574
K05466	Mhon_005575
K09624	Mhon_005575
K08683	Mhon_005578
K20292	Mhon_005581
K20292	Mhon_005583
K08867	Mhon_005584
K02540	Mhon_005585
K02540	Mhon_005586
K16590	Mhon_005599
K05099	Mhon_005602
K05099	Mhon_005603
K05099	Mhon_005610
K16747	Mhon_005611
K01251	Mhon_005612
K08800	Mhon_005658
K05747	Mhon_005659
K19933	Mhon_005662
K15361	Mhon_005667
K15361	Mhon_005668
K10104	Mhon_005675
K00088	Mhon_005688
K08857	Mhon_005690
K20877	Mhon_005690
K13094	Mhon_005702
K13524	Mhon_005703
K00966	Mhon_005704
K10876	Mhon_005732
K10876	Mhon_005736
K04353	Mhon_005741
K07836	Mhon_005741
K04353	Mhon_005742
K07836	Mhon_005742
K05643	Mhon_005746
K04513	Mhon_005752
K04513	Mhon_005753
K04513	Mhon_005754
K07857	Mhon_005754
K14004	Mhon_005755
K09383	Mhon_005757
K10520	Mhon_005764
K10520	Mhon_005767
K10520	Mhon_005768
K10520	Mhon_005769
K13783	Mhon_005773
K17732	Mhon_005776
K15980	Mhon_005777
K15980	Mhon_005778
K09062	Mhon_005781
K18466	Mhon_005782
K05768	Mhon_005785
K01436	Mhon_005786
K14677	Mhon_005786
K01436	Mhon_005787
K14677	Mhon_005787
K22182	Mhon_005792
K13963	Mhon_005793
K13963	Mhon_005794
K14157	Mhon_005798
K01873	Mhon_005800
K03847	Mhon_005800
K04715	Mhon_005813
K04715	Mhon_005816
K15503	Mhon_005817
K01206	Mhon_005829
K01103	Mhon_005833
K19028	Mhon_005833
K19029	Mhon_005833
K13719	Mhon_005834
K01103	Mhon_005835
K19028	Mhon_005835
K19029	Mhon_005835
K01103	Mhon_005837
K19028	Mhon_005837
K19029	Mhon_005837
K13719	Mhon_005838
K05692	Mhon_005848
K17404	Mhon_005849
K14327	Mhon_005851
K14327	Mhon_005852
K01886	Mhon_005853
K06252	Mhon_005869
K06252	Mhon_005872
K13907	Mhon_005887
K13907	Mhon_005888
K04375	Mhon_005894
K04376	Mhon_005894
K09430	Mhon_005894
K01757	Mhon_005897
K21407	Mhon_005897
K08015	Mhon_005898
K09850	Mhon_005898
K01757	Mhon_005899
K21407	Mhon_005899
K11433	Mhon_005934
K12309	Mhon_005945
K21644	Mhon_005946
K04459	Mhon_005948
K20216	Mhon_005948
K21946	Mhon_005948
K01426	Mhon_005959
K01426	Mhon_005960
K07432	Mhon_005969
K18327	Mhon_005971
K10104	Mhon_005996
K20056	Mhon_005998
K18703	Mhon_006000
K05312	Mhon_006003
K17759	Mhon_006004
K11981	Mhon_006006
K15682	Mhon_006010
K12495	Mhon_006011
K21424	Mhon_006028
K21424	Mhon_006030
K21424	Mhon_006031
K21424	Mhon_006032
K21424	Mhon_006033
K12495	Mhon_006036
K12495	Mhon_006037
K05643	Mhon_006058
K14326	Mhon_006062
K13912	Mhon_006077
K08150	Mhon_006082
K04307	Mhon_006086
K17576	Mhon_006087
K14616	Mhon_006099
K15326	Mhon_006104
K11276	Mhon_006109
K05613	Mhon_006134
K02950	Mhon_006138
K20407	Mhon_006143
K05293	Mhon_006145
K06255	Mhon_006152
K06278	Mhon_006170
K12959	Mhon_006170
K13356	Mhon_006171
K12172	Mhon_006176
K00128	Mhon_006178
K00129	Mhon_006178
K04513	Mhon_006178
K17550	Mhon_006180
K00995	Mhon_006181
K10408	Mhon_006182
K00128	Mhon_006185
K00129	Mhon_006185
K04513	Mhon_006185
K06255	Mhon_006189
K10766	Mhon_006190
K02427	Mhon_006241
K12350	Mhon_006245
K00965	Mhon_006249
K05288	Mhon_006251
K10356	Mhon_006253
K01025	Mhon_006259
K03174	Mhon_006263
K09848	Mhon_006263
K04498	Mhon_006265
K16606	Mhon_006267
K16606	Mhon_006269
K16606	Mhon_006270
K01187	Mhon_006272
K14210	Mhon_006272
K06855	Mhon_006274
K00030	Mhon_006275
K00030	Mhon_006277
K12625	Mhon_006279
K04082	Mhon_006280
K15151	Mhon_006280
K00030	Mhon_006282
K12625	Mhon_006284
K04082	Mhon_006285
K15151	Mhon_006285
K09048	Mhon_006286
K14544	Mhon_006287
K16459	Mhon_006291
K08958	Mhon_006293
K04659	Mhon_006295
K21777	Mhon_006296
K02959	Mhon_006299
K10356	Mhon_006300
K03174	Mhon_006302
K19919	Mhon_006303
K20412	Mhon_006303
K03174	Mhon_006304
K09848	Mhon_006304
K06496	Mhon_006305
K17495	Mhon_006305
K05288	Mhon_006310
K09370	Mhon_006314
K18492	Mhon_006314
K10373	Mhon_006339
K10374	Mhon_006339
K01488	Mhon_006345
K05312	Mhon_006352
K05312	Mhon_006354
K05312	Mhon_006356
K05312	Mhon_006357
K05312	Mhon_006358
K05312	Mhon_006359
K05312	Mhon_006360
K05312	Mhon_006361
K05312	Mhon_006362
K08658	Mhon_006375
K10300	Mhon_006380
K10300	Mhon_006382
K02948	Mhon_006384
K02948	Mhon_006387
K08794	Mhon_006390
K05869	Mhon_006393
K21066	Mhon_006398
K10699	Mhon_006399
K10699	Mhon_006400
K10699	Mhon_006401
K10699	Mhon_006402
K10699	Mhon_006407
K13912	Mhon_006410
K12898	Mhon_006422
K04463	Mhon_006423
K10104	Mhon_006426
K15686	Mhon_006437
K03937	Mhon_006443
K12567	Mhon_006444
K03937	Mhon_006445
K12567	Mhon_006446
K04306	Mhon_006448
K04307	Mhon_006448
K16605	Mhon_006457
K15183	Mhon_006462
K11860	Mhon_006478
K00069	Mhon_006482
K00069	Mhon_006483
K00069	Mhon_006485
K01672	Mhon_006487
K01674	Mhon_006487
K01672	Mhon_006490
K01674	Mhon_006490
K01025	Mhon_006491
K01025	Mhon_006493
K11792	Mhon_006494
K12176	Mhon_006495
K11792	Mhon_006496
K12176	Mhon_006497
K12176	Mhon_006498
K13113	Mhon_006500
K15078	Mhon_006500
K03650	Mhon_006505
K10769	Mhon_006505
K03174	Mhon_006512
K14559	Mhon_006513
K14826	Mhon_006514
K15258	Mhon_006522
K01025	Mhon_006530
K05312	Mhon_006537
K05312	Mhon_006538
K13748	Mhon_006540
K08515	Mhon_006565
K19675	Mhon_006566
K10649	Mhon_006568
K20368	Mhon_006571
K15338	Mhon_006572
K15170	Mhon_006573
K17409	Mhon_006577
K18674	Mhon_006578
K08746	Mhon_006582
K08749	Mhon_006582
K10695	Mhon_006587
K10582	Mhon_006590
K21917	Mhon_006596
K01872	Mhon_006600
K11367	Mhon_006601
K20091	Mhon_006601
K00128	Mhon_006625
K07249	Mhon_006625
K00128	Mhon_006626
K07249	Mhon_006626
K00902	Mhon_006637
K01562	Mhon_006639
K04539	Mhon_006642
K14778	Mhon_006643
K03544	Mhon_006644
K09131	Mhon_006648
K11500	Mhon_006650
K14709	Mhon_006651
K14709	Mhon_006652
K14709	Mhon_006654
K17108	Mhon_006655
K00735	Mhon_006657
K10158	Mhon_006657
K00166	Mhon_006659
K21439	Mhon_006659
K01757	Mhon_006660
K21407	Mhon_006660
K14613	Mhon_006662
K20840	Mhon_006662
K06070	Mhon_006664
K12405	Mhon_006666
K10223	Mhon_006677
K00306	Mhon_006678
K00306	Mhon_006679
K01868	Mhon_006680
K08202	Mhon_006685
K10567	Mhon_006687
K10951	Mhon_006693
K05312	Mhon_006694
K05312	Mhon_006695
K05312	Mhon_006696
K10302	Mhon_006705
K14342	Mhon_006731
K14342	Mhon_006732
K11803	Mhon_006744
K04523	Mhon_006745
K17917	Mhon_006747
K00753	Mhon_006750
K14464	Mhon_006750
K00069	Mhon_006751
K00486	Mhon_006752
K02021	Mhon_006753
K05657	Mhon_006753
K19762	Mhon_006753
K03062	Mhon_006756
K14621	Mhon_006757
K17580	Mhon_006759
K19657	Mhon_006761
K06100	Mhon_006775
K09504	Mhon_006777
K13119	Mhon_006779
K17496	Mhon_006781
K12893	Mhon_006784
K07232	Mhon_006785
K11665	Mhon_006786
K12893	Mhon_006787
K21843	Mhon_006789
K11304	Mhon_006791
K03025	Mhon_006792
K15109	Mhon_006793
K07874	Mhon_006795
K19194	Mhon_006795
K19195	Mhon_006795
K07943	Mhon_006798
K21894	Mhon_006801
K00008	Mhon_006813
K09324	Mhon_006814
K14709	Mhon_006820
K10657	Mhon_006832
K10658	Mhon_006832
K02880	Mhon_006833
K04368	Mhon_006834
K11713	Mhon_006836
K16602	Mhon_006840
K08035	Mhon_006850
K20878	Mhon_006864
K03509	Mhon_006866
K17491	Mhon_006869
K13187	Mhon_006870
K14774	Mhon_006871
K18211	Mhon_006885
K18211	Mhon_006889
K15262	Mhon_006891
K08797	Mhon_006892
K06928	Mhon_006909
K15047	Mhon_006911
K15698	Mhon_006911
K01373	Mhon_006912
K13899	Mhon_006913
K10099	Mhon_006915
K10100	Mhon_006915
K05954	Mhon_006916
K04453	Mhon_006917
K00597	Mhon_006937
K15128	Mhon_006938
K04393	Mhon_006941
K11366	Mhon_006941
K04393	Mhon_006943
K15711	Mhon_006954
K15711	Mhon_006955
K15711	Mhon_006960
K14965	Mhon_006964
K09032	Mhon_006968
K21406	Mhon_006968
K08585	Mhon_006974
K18598	Mhon_006977
K08825	Mhon_006980
K18669	Mhon_006980
K21775	Mhon_006981
K16466	Mhon_006982
K11147	Mhon_006984
K00857	Mhon_006985
K05961	Mhon_006985
K16610	Mhon_006986
K14819	Mhon_006987
K02219	Mhon_006991
K08202	Mhon_006994
K17662	Mhon_006994
K08202	Mhon_007000
K17662	Mhon_007000
K08202	Mhon_007001
K17662	Mhon_007001
K04360	Mhon_007018
K04360	Mhon_007020
K09113	Mhon_007023
K17548	Mhon_007026
K10260	Mhon_007027
K06105	Mhon_007028
K18384	Mhon_007032
K06105	Mhon_007033
K10260	Mhon_007034
K18384	Mhon_007036
K18384	Mhon_007037
K05849	Mhon_007038
K05849	Mhon_007039
K13619	Mhon_007041
K15196	Mhon_007042
K11412	Mhon_007045
K08493	Mhon_007046
K17603	Mhon_007047
K15178	Mhon_007048
K00698	Mhon_007050
K00698	Mhon_007052
K11412	Mhon_007066
K00733	Mhon_007070
K12886	Mhon_007070
K05767	Mhon_007073
K16848	Mhon_007073
K05767	Mhon_007078
K16848	Mhon_007078
K05767	Mhon_007079
K16848	Mhon_007079
K05767	Mhon_007086
K16848	Mhon_007086
K04349	Mhon_007089
K12326	Mhon_007089
K14549	Mhon_007089
K06841	Mhon_007091
K06842	Mhon_007091
K10429	Mhon_007093
K08507	Mhon_007095
K00182	Mhon_007098
K00408	Mhon_007098
K00444	Mhon_007098
K00572	Mhon_007098
K01349	Mhon_007111
K08654	Mhon_007111
K08672	Mhon_007111
K02906	Mhon_007112
K03522	Mhon_007112
K06999	Mhon_007114
K17268	Mhon_007122
K15309	Mhon_007126
K16335	Mhon_007126
K01796	Mhon_007127
K22262	Mhon_007128
K09602	Mhon_007133
K01904	Mhon_007134
K19502	Mhon_007136
K04978	Mhon_007138
K12359	Mhon_007140
K10594	Mhon_007141
K08547	Mhon_007143
K08548	Mhon_007143
K14032	Mhon_007143
K01307	Mhon_007153
K20163	Mhon_007154
K16683	Mhon_007155
K16822	Mhon_007155
K20818	Mhon_007161
K19984	Mhon_007162
K16683	Mhon_007164
K16822	Mhon_007164
K22072	Mhon_007166
K01619	Mhon_007167
K18050	Mhon_007168
K10703	Mhon_007170
K15193	Mhon_007173
K03104	Mhon_007174
K20289	Mhon_007181
K05466	Mhon_007186
K10104	Mhon_007186
K13912	Mhon_007186
K20362	Mhon_007196
K05746	Mhon_007197
K16767	Mhon_007198
K17972	Mhon_007199
K06254	Mhon_007200
K12869	Mhon_007201
K04266	Mhon_007203
K04351	Mhon_007205
K04351	Mhon_007206
K12310	Mhon_007210
K04527	Mhon_007212
K01310	Mhon_007218
K08532	Mhon_007258
K08533	Mhon_007258
K08701	Mhon_007258
K14033	Mhon_007258
K07414	Mhon_007261
K07418	Mhon_007261
K07422	Mhon_007261
K10594	Mhon_007262
K07414	Mhon_007263
K07418	Mhon_007263
K07422	Mhon_007263
K07414	Mhon_007264
K07418	Mhon_007264
K07422	Mhon_007264
K10594	Mhon_007268
K14549	Mhon_007271
K01958	Mhon_007272
K03131	Mhon_007273
K14611	Mhon_007279
K13250	Mhon_007304
K11699	Mhon_007307
K11699	Mhon_007308
K11699	Mhon_007311
K11699	Mhon_007312
K04129	Mhon_007314
K04131	Mhon_007314
K08739	Mhon_007315
K00019	Mhon_007317
K00019	Mhon_007318
K04834	Mhon_007343
K04841	Mhon_007343
K04834	Mhon_007344
K04841	Mhon_007344
K00461	Mhon_007349
K00461	Mhon_007350
K00461	Mhon_007351
K00461	Mhon_007352
K00461	Mhon_007353
K00461	Mhon_007354
K00461	Mhon_007355
K08554	Mhon_007375
K08703	Mhon_007375
K20285	Mhon_007379
K04280	Mhon_007384
K15620	Mhon_007385
K07369	Mhon_007392
K05810	Mhon_007393
K08202	Mhon_007395
K08202	Mhon_007396
K08202	Mhon_007412
K03537	Mhon_007422
K00486	Mhon_007423
K03537	Mhon_007424
K11699	Mhon_007425
K04079	Mhon_007427
K08074	Mhon_007430
K11187	Mhon_007431
K11583	Mhon_007435
K00432	Mhon_007436
K08830	Mhon_007438
K22197	Mhon_007441
K10144	Mhon_007445
K14571	Mhon_007455
K02175	Mhon_007465
K07819	Mhon_007465
K14290	Mhon_007466
K06126	Mhon_007468
K12619	Mhon_007470
K09342	Mhon_007472
K19355	Mhon_007473
K01562	Mhon_007475
K08658	Mhon_007493
K08629	Mhon_007512
K03031	Mhon_007523
K03031	Mhon_007530
K10435	Mhon_007532
K17777	Mhon_007534
K01895	Mhon_007535
K01939	Mhon_007540
K10732	Mhon_007541
K04734	Mhon_007543
K05872	Mhon_007543
K10950	Mhon_007559
K10976	Mhon_007559
K01052	Mhon_007560
K18164	Mhon_007560
K16745	Mhon_007562
K19382	Mhon_007562
K10862	Mhon_007563
K00774	Mhon_007565
K18532	Mhon_007567
K00774	Mhon_007569
K21770	Mhon_007569
K03511	Mhon_007570
K14050	Mhon_007570
K09876	Mhon_007578
K09877	Mhon_007578
K09878	Mhon_007578
K09886	Mhon_007578
K10404	Mhon_007578
K14842	Mhon_007580
K10645	Mhon_007581
K10645	Mhon_007585
K09876	Mhon_007586
K09877	Mhon_007586
K09878	Mhon_007586
K09886	Mhon_007586
K10404	Mhon_007586
K14387	Mhon_007590
K19995	Mhon_007593
K12397	Mhon_007596
K17435	Mhon_007598
K13203	Mhon_007601
K13288	Mhon_007602
K05088	Mhon_007626
K05119	Mhon_007626
K04703	Mhon_007627
K07426	Mhon_007630
K15001	Mhon_007630
K17952	Mhon_007630
K09008	Mhon_007635
K10397	Mhon_007638
K04512	Mhon_007639
K14840	Mhon_007640
K13949	Mhon_007641
K14008	Mhon_007642
K01302	Mhon_007644
K17770	Mhon_007647
K11584	Mhon_007648
K08815	Mhon_007649
K11964	Mhon_007654
K22038	Mhon_007656
K00940	Mhon_007658
K13254	Mhon_007663
K01867	Mhon_007667
K10402	Mhon_007667
K15433	Mhon_007669
K05858	Mhon_007670
K11660	Mhon_007672
K13144	Mhon_007673
K13025	Mhon_007675
K13025	Mhon_007681
K07442	Mhon_007687
K11165	Mhon_007693
K10745	Mhon_007696
K07560	Mhon_007701
K08189	Mhon_007707
K11810	Mhon_007707
K16755	Mhon_007710
K07199	Mhon_007713
K17889	Mhon_007714
K14354	Mhon_007715
K14354	Mhon_007716
K14355	Mhon_007716
K14354	Mhon_007717
K14355	Mhon_007717
K11800	Mhon_007725
K20183	Mhon_007726
K06115	Mhon_007727
K02177	Mhon_007728
K16823	Mhon_007728
K17554	Mhon_007728
K10407	Mhon_007730
K03262	Mhon_007731
K17260	Mhon_007736
K00728	Mhon_007767
K01800	Mhon_007769
K14676	Mhon_007770
K01511	Mhon_007772
K15014	Mhon_007774
K14546	Mhon_007775
K00106	Mhon_007777
K14693	Mhon_007778
K09062	Mhon_007779
K14795	Mhon_007780
K06268	Mhon_007781
K10297	Mhon_007783
K01359	Mhon_007787
K07874	Mhon_007806
K07874	Mhon_007808
K14566	Mhon_007809
K07874	Mhon_007810
K14566	Mhon_007811
K14353	Mhon_007812
K14354	Mhon_007812
K14356	Mhon_007812
K10798	Mhon_007813
K19473	Mhon_007814
K22045	Mhon_007826
K22046	Mhon_007826
K13168	Mhon_007828
K12663	Mhon_007830
K01201	Mhon_007835
K12613	Mhon_007837
K19721	Mhon_007842
K20099	Mhon_007851
K04955	Mhon_007858
K06238	Mhon_007876
K00851	Mhon_007885
K18263	Mhon_007886
K17941	Mhon_007887
K04352	Mhon_007888
K02728	Mhon_007890
K06883	Mhon_007892
K03364	Mhon_007896
K03320	Mhon_007909
K09097	Mhon_007910
K15589	Mhon_007910
K20288	Mhon_007911
K15010	Mhon_007912
K07611	Mhon_007914
K20478	Mhon_007914
K00008	Mhon_007915
K14832	Mhon_007918
K21752	Mhon_007919
K01885	Mhon_007920
K14163	Mhon_007920
K03234	Mhon_007927
K04531	Mhon_007928
K20055	Mhon_007928
K17701	Mhon_007971
K17702	Mhon_007971
K01166	Mhon_007972
K10417	Mhon_007974
K17342	Mhon_007980
K07393	Mhon_007990
K07393	Mhon_007996
K07393	Mhon_007999
K18179	Mhon_008006
K00670	Mhon_008007
K19196	Mhon_008011
K13187	Mhon_008012
K10413	Mhon_008017
K01315	Mhon_008020
K09644	Mhon_008020
K17920	Mhon_008025
K10404	Mhon_008027
K01315	Mhon_008047
K01315	Mhon_008048
K09644	Mhon_008048
K21893	Mhon_008057
K21893	Mhon_008058
K21894	Mhon_008059
K10667	Mhon_008065
K11187	Mhon_008070
K03099	Mhon_008073
K17592	Mhon_008081
K10951	Mhon_008093
K07390	Mhon_008100
K02209	Mhon_008102
K21768	Mhon_008104
K22370	Mhon_008105
K11979	Mhon_008112
K15187	Mhon_008122
K08745	Mhon_008126
K08746	Mhon_008127
K08749	Mhon_008127
K08746	Mhon_008128
K08749	Mhon_008128
K10263	Mhon_008130
K10360	Mhon_008133
K00021	Mhon_008136
K06841	Mhon_008147
K06842	Mhon_008147
K11125	Mhon_008149
K04497	Mhon_008152
K08775	Mhon_008165
K14085	Mhon_008169
K04406	Mhon_008203
K08833	Mhon_008203
K08824	Mhon_008204
K01231	Mhon_008206
K01369	Mhon_008212
K10844	Mhon_008233
K13156	Mhon_008237
K15121	Mhon_008238
K02358	Mhon_008239
K11863	Mhon_008242
K02183	Mhon_008243
K02183	Mhon_008246
K02183	Mhon_008248
K02183	Mhon_008249
K02183	Mhon_008255
K02183	Mhon_008257
K02183	Mhon_008258
K02183	Mhon_008261
K10060	Mhon_008268
K10060	Mhon_008270
K04482	Mhon_008273
K20067	Mhon_008276
K01082	Mhon_008278
K08876	Mhon_008279
K13026	Mhon_008280
K13185	Mhon_008280
K14442	Mhon_008280
K06047	Mhon_008281
K21893	Mhon_008286
K07880	Mhon_008288
K07881	Mhon_008288
K10349	Mhon_008291
K08675	Mhon_008296
K01875	Mhon_008299
K08675	Mhon_008302
K19904	Mhon_008303
K20674	Mhon_008303
K09651	Mhon_008311
K07179	Mhon_008312
K10393	Mhon_008313
K04280	Mhon_008316
K11997	Mhon_008317
K13411	Mhon_008319
K13411	Mhon_008323
K19367	Mhon_008325
K13701	Mhon_008328
K21411	Mhon_008338
K17776	Mhon_008341
K12479	Mhon_008342
K12829	Mhon_008345
K16061	Mhon_008345
K02867	Mhon_008346
K20872	Mhon_008348
K16472	Mhon_008350
K02926	Mhon_008351
K03015	Mhon_008352
K09186	Mhon_008352
K19027	Mhon_008353
K03174	Mhon_008354
K09848	Mhon_008354
K02983	Mhon_008356
K15708	Mhon_008356
K02983	Mhon_008357
K15708	Mhon_008357
K02983	Mhon_008358
K15708	Mhon_008358
K11986	Mhon_008359
K13155	Mhon_008362
K09574	Mhon_008363
K09574	Mhon_008364
K08074	Mhon_008368
K08193	Mhon_008369
K12302	Mhon_008369
K03768	Mhon_008371
K08622	Mhon_008372
K08626	Mhon_008372
K13485	Mhon_008373
K00504	Mhon_008379
K18200	Mhon_008379
K00504	Mhon_008380
K18200	Mhon_008380
K17307	Mhon_008382
K17307	Mhon_008383
K08035	Mhon_008385
K09395	Mhon_008385
K19326	Mhon_008391
K06775	Mhon_008395
K00698	Mhon_008408
K03233	Mhon_008411
K06268	Mhon_008413
K09341	Mhon_008415
K20477	Mhon_008416
K03348	Mhon_008421
K03348	Mhon_008423
K04393	Mhon_008425
K22390	Mhon_008427
K02730	Mhon_008429
K01301	Mhon_008432
K00452	Mhon_008435
K01870	Mhon_008437
K19937	Mhon_008438
K10880	Mhon_008439
K08798	Mhon_008442
K17575	Mhon_008443
K01201	Mhon_008444
K13749	Mhon_008445
K13750	Mhon_008445
K11182	Mhon_008448
K11182	Mhon_008449
K10263	Mhon_008451
K08193	Mhon_008453
K12302	Mhon_008453
K05312	Mhon_008456
K20822	Mhon_008457
K02132	Mhon_008458
K04962	Mhon_008459
K17675	Mhon_008459
K16584	Mhon_008463
K08056	Mhon_008464
K11590	Mhon_008465
K17293	Mhon_008469
K04454	Mhon_008471
K09260	Mhon_008471
K10571	Mhon_008472
K02184	Mhon_008473
K19054	Mhon_008474
K04454	Mhon_008475
K09260	Mhon_008475
K04706	Mhon_008476
K16063	Mhon_008476
K16064	Mhon_008476
K03940	Mhon_008477
K02958	Mhon_008478
K00128	Mhon_008480
K07249	Mhon_008480
K01231	Mhon_008483
K18595	Mhon_008485
K18595	Mhon_008487
K10408	Mhon_008490
K11275	Mhon_008492
K18085	Mhon_008493
K03515	Mhon_008500
K03841	Mhon_008501
K06101	Mhon_008502
K02930	Mhon_008507
K16571	Mhon_008508
K14137	Mhon_008510
K00717	Mhon_008511
K00717	Mhon_008512
K00717	Mhon_008513
K19465	Mhon_008517
K04634	Mhon_008518
K13104	Mhon_008518
K13129	Mhon_008520
K13096	Mhon_008521
K03989	Mhon_008528
K03990	Mhon_008528
K13105	Mhon_008531
K13105	Mhon_008538
K11536	Mhon_008552
K02321	Mhon_008563
K15212	Mhon_008564
K15212	Mhon_008565
K05858	Mhon_008569
K05858	Mhon_008571
K11968	Mhon_008572
K11699	Mhon_008573
K11699	Mhon_008577
K11699	Mhon_008579
K11699	Mhon_008580
K11699	Mhon_008584
K11262	Mhon_008591
K11262	Mhon_008593
K02519	Mhon_008596
K07918	Mhon_008611
K11584	Mhon_008625
K17339	Mhon_008626
K04248	Mhon_008628
K04249	Mhon_008628
K03122	Mhon_008630
K20216	Mhon_008633
K01301	Mhon_008648
K04195	Mhon_008649
K05266	Mhon_008649
K04195	Mhon_008651
K05266	Mhon_008651
K02325	Mhon_008652
K20101	Mhon_008655
K20101	Mhon_008656
K02325	Mhon_008659
K15293	Mhon_008664
K15293	Mhon_008665
K09495	Mhon_008678
K20182	Mhon_008683
K20182	Mhon_008684
K20182	Mhon_008685
K20182	Mhon_008686
K04943	Mhon_008688
K04944	Mhon_008688
K18932	Mhon_008720
K16460	Mhon_008725
K15028	Mhon_008727
K15212	Mhon_008728
K20364	Mhon_008729
K01934	Mhon_008737
K00485	Mhon_008739
K00485	Mhon_008740
K07426	Mhon_008741
K15001	Mhon_008741
K17731	Mhon_008741
K01934	Mhon_008745
K05038	Mhon_008746
K02264	Mhon_008747
K04716	Mhon_008754
K04717	Mhon_008754
K09496	Mhon_008755
K01166	Mhon_008765
K04285	Mhon_008786
K04286	Mhon_008786
K13506	Mhon_008787
K12822	Mhon_008801
K15110	Mhon_008802
